tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2016-360,Marrakech,Clay,28,A,20160404,MS005,106432,3,,Borna Coric,R,185,CRO,19,48,910,103908,,,Paul-Henri Mathieu,R,185,FRA,34,63,774,67(6) 63 64,3,QF,187,12,3,112,69,50,25,16,7,14,6,5,125,70,42,33,15,11,8
2016-360,Marrakech,Clay,28,A,20160404,MS006,105643,4,,Federico Delbonis,L,191,ARG,25,47,920,105807,7,,Pablo Carreno Busta,R,188,ESP,24,52,879,75 62,3,QF,76,6,2,52,32,25,12,10,0,11,5,2,61,36,26,9,10,7,1
2016-360,Marrakech,Clay,28,A,20160404,MS007,103656,,,Albert Montanes,R,175,ESP,,,,105487,,,Facundo Bagnis,L,183,ARG,26,95,597,61 75,3,QF,74,3,2,50,24,23,14,9,3,7,0,3,59,34,17,12,10,2,4
2016-360,Marrakech,Clay,28,A,20160404,MS008,104198,1,,Guillermo Garcia-Lopez,R,185,ESP,32,38,1115,104597,,,Nicolas Almagro,R,183,ESP,30,62,774,16 63 64,3,R16,128,4,4,88,47,31,23,13,4,6,11,4,91,50,38,16,13,3,7
2016-360,Marrakech,Clay,28,A,20160404,MS009,106210,8,,Jiri Vesely,L,198,CZE,22,55,840,105254,,,Nikola Mektic,L,,CRO,,,,67(4) 63 76(5),3,R16,182,15,4,112,68,55,22,17,3,7,10,4,124,52,41,38,16,5,4
2016-360,Marrakech,Clay,28,A,20160404,MS011,103908,,,Paul-Henri Mathieu,R,185,FRA,34,63,774,104216,,,Maximo Gonzalez,R,175,ARG,,,,76(4) 60,3,R16,93,3,3,56,30,25,14,9,2,10,5,9,72,44,25,10,9,6,3
2016-360,Marrakech,Clay,28,A,20160404,MS012,105807,7,,Pablo Carreno Busta,R,188,ESP,24,52,879,104797,,,Denis Istomin,R,188,UZB,29,72,717,63 76(5),3,R16,77,7,2,56,38,32,12,10,0,4,10,2,69,47,33,12,11,2,0
2016-360,Marrakech,Clay,28,A,20160404,MS013,105643,4,,Federico Delbonis,L,191,ARG,25,47,920,105217,,,Thiemo de Bakker,R,193,NED,,,,64 64,3,R16,90,1,5,61,31,23,14,10,6,13,3,1,82,51,35,9,10,9,8
2016-360,Marrakech,Clay,28,A,20160404,MS014,103656,,,Albert Montanes,R,175,ESP,,,,104593,,,Daniel Gimeno-Traver,R,183,ESP,,,,64 64,3,R16,77,0,2,52,40,31,7,10,0,6,2,3,58,24,15,20,10,3,1
2016-360,Marrakech,Clay,28,A,20160404,MS015,105487,,,Facundo Bagnis,L,183,ARG,26,95,597,105311,2,,Joao Sousa,R,185,POR,27,36,1181,62 64,3,R16,70,5,2,45,25,20,11,9,1,8,1,3,51,32,20,5,9,3,3
2016-360,Marrakech,Clay,28,A,20160404,MS017,104597,,,Nicolas Almagro,R,183,ESP,30,62,774,105430,,,Radu Albot,R,175,MDA,,,,64 63,3,R32,77,7,0,43,20,17,19,9,0,7,1,2,76,55,31,13,10,4,0
2016-360,Marrakech,Clay,28,A,20160404,MS018,105254,,Q,Nikola Mektic,L,,CRO,,,,105149,,,Reda El Amrani,R,185,MAR,,,,75 63,3,R32,110,8,2,69,42,34,13,10,5,18,5,10,107,62,40,18,11,14,6
2016-360,Marrakech,Clay,28,A,20160404,MS019,106210,8,,Jiri Vesely,L,198,CZE,22,55,840,105438,,,Inigo Cervantes,R,183,ESP,26,56,837,61 63,3,R32,84,3,0,68,44,30,13,8,5,8,0,3,46,20,12,11,8,4,5
2016-360,Marrakech,Clay,28,A,20160404,MS021,104620,,,Simone Bolelli,R,183,ITA,30,84,667,106121,,,Taro Daniel,R,191,JPN,23,91,619,75 64,3,R32,114,4,1,70,47,33,15,11,4,14,6,3,78,54,34,12,11,11,5
2016-360,Marrakech,Clay,28,A,20160404,MS022,104216,,Q,Maximo Gonzalez,R,175,ARG,,,,103926,,,Daniel Munoz de la Nava,L,178,ESP,34,75,707,61 64,3,R32,72,6,4,53,31,25,11,9,3,8,1,4,52,37,20,6,8,4,4
2016-360,Marrakech,Clay,28,A,20160404,MS023,103908,,,Paul-Henri Mathieu,R,185,FRA,34,63,774,105077,6,,Albert Ramos-Vinolas,L,188,ESP,28,50,903,75 63,3,R32,104,5,2,78,39,26,22,11,5,8,3,2,58,32,24,10,10,4,7
2016-360,Marrakech,Clay,28,A,20160404,MS024,105807,7,,Pablo Carreno Busta,R,188,ESP,24,52,879,105539,,,Evgeny Donskoy,R,185,RUS,25,67,748,62 63,3,R32,70,5,0,52,27,21,15,9,3,8,2,0,54,30,16,11,8,4,4
2016-360,Marrakech,Clay,28,A,20160404,MS025,104797,,,Denis Istomin,R,188,UZB,29,72,717,105841,,,Lorenzo Giustino,R,183,ITA,,,,76(1) 64,3,R32,144,6,0,66,40,31,18,11,2,5,0,0,66,32,19,21,11,3,3
2016-360,Marrakech,Clay,28,A,20160404,MS026,105217,,,Thiemo de Bakker,R,193,NED,,,,144760,,,Amine Ahouda,L,,MAR,,,,75 76(2),3,R32,108,2,1,69,41,31,20,12,1,2,0,6,76,38,31,16,12,0,2
2016-360,Marrakech,Clay,28,A,20160404,MS028,104593,,,Daniel Gimeno-Traver,R,183,ESP,,,,104559,5,,Teymuraz Gabashvili,R,188,RUS,30,51,903,63 64,3,R32,82,3,2,51,31,27,13,10,0,7,1,0,58,40,28,7,9,5,0
2016-360,Marrakech,Clay,28,A,20160404,MS029,103656,,,Albert Montanes,R,175,ESP,,,,105015,,,Franko Skugor,R,198,CRO,,,,64 64,3,R32,92,6,3,59,31,24,19,10,0,12,4,2,77,43,34,11,10,9,1
2016-360,Marrakech,Clay,28,A,20160404,MS030,105487,,,Facundo Bagnis,L,183,ARG,26,95,597,104467,,,Lamine Ouahab,R,185,MAR,,,,76(2) 62,3,R32,77,4,5,55,25,20,20,10,1,7,3,4,69,38,24,14,10,4,2
2016-360,Marrakech,Clay,28,A,20160404,XXX,106432,3,,Borna Coric,R,185,CRO,19,48,910,104620,,,Simone Bolelli,R,183,ITA,30,84,667,(W/O),3,R16,,,,,,,,,,,,,,,,,,,
2016-717,Houston,Clay,28,A,20160404,MS001,104338,,,Juan Monaco,R,185,ARG,,,,106058,4,,Jack Sock,R,191,USA,23,25,1525,36 63 75,3,F,139,2,2,83,69,46,7,15,2,15,2,4,102,50,34,24,15,10,6
2016-717,Houston,Clay,28,A,20160404,MS002,106058,4,,Jack Sock,R,191,USA,23,25,1525,104545,1,,John Isner,R,208,USA,30,15,2235,76(4) 63,3,SF,87,7,1,70,36,28,24,11,1,3,14,1,60,40,29,12,10,2,1
2016-717,Houston,Clay,28,A,20160404,MS003,104338,,,Juan Monaco,R,185,ARG,,,,103852,3,,Feliciano Lopez,L,188,ESP,34,24,1540,64 62,3,SF,100,0,1,67,48,27,12,9,6,11,4,5,69,36,22,12,9,6,8
2016-717,Houston,Clay,28,A,20160404,MS004,104545,1,,John Isner,R,208,USA,30,15,2235,111202,,,Hyeon Chung,R,185,KOR,19,71,726,76(5) 64,3,QF,94,14,2,79,50,39,17,11,7,1,3,0,62,42,31,14,11,0,7
2016-717,Houston,Clay,28,A,20160404,MS005,106058,4,,Jack Sock,R,191,USA,23,25,1525,104571,7,,Marcos Baghdatis,R,178,CYP,30,39,1032,64 64,3,QF,82,6,2,53,27,25,17,10,1,8,10,3,73,38,29,15,10,6,1
2016-717,Houston,Clay,28,A,20160404,MS006,103852,3,,Feliciano Lopez,L,188,ESP,34,24,1540,105065,,,Tim Smyczek,R,175,USA,,,,62 63,3,QF,70,3,3,50,30,23,14,9,1,6,4,4,65,38,25,10,8,3,1
2016-717,Houston,Clay,28,A,20160404,MS007,104338,,,Juan Monaco,R,185,ARG,,,,105023,5,,Sam Querrey,R,198,USA,28,35,1195,64 64,3,QF,74,0,0,57,43,33,10,10,3,10,6,3,65,38,30,12,10,8,3
2016-717,Houston,Clay,28,A,20160404,MS008,104545,1,,John Isner,R,208,USA,30,15,2235,106045,,,Denis Kudla,R,180,USA,23,59,789,76(2) 76(4),3,R16,97,24,2,73,47,42,16,12,0,3,9,1,80,48,37,21,12,3,0
2016-717,Houston,Clay,28,A,20160404,MS009,111202,,,Hyeon Chung,R,185,KOR,19,71,726,126205,,,Tommy Paul,R,185,USA,,,,57 62 62,3,R16,116,2,1,77,56,42,13,14,1,8,3,4,87,50,37,11,14,3,3
2016-717,Houston,Clay,28,A,20160404,MS010,106058,4,,Jack Sock,R,191,USA,23,25,1525,105881,,,Matthew Barton,R,191,AUS,,,,62 76(5),3,R16,75,5,2,58,31,25,17,10,2,7,7,5,64,37,27,11,10,4,3
2016-717,Houston,Clay,28,A,20160404,MS011,104571,7,,Marcos Baghdatis,R,178,CYP,30,39,1032,104269,,,Fernando Verdasco,L,185,ESP,32,77,705,64 63,3,R16,77,6,2,63,32,23,19,10,3,6,2,2,53,39,25,6,9,3,4
2016-717,Houston,Clay,28,A,20160404,MS012,105065,,WC,Tim Smyczek,R,175,USA,,,,105385,,,Donald Young,L,183,USA,26,85,657,62 64,3,R16,56,4,1,45,36,27,5,9,0,7,1,3,54,31,17,13,9,3,1
2016-717,Houston,Clay,28,A,20160404,MS013,103852,3,,Feliciano Lopez,L,188,ESP,34,24,1540,105041,,,Lukas Lacko,R,185,SVK,,,,76(4) 61,3,R16,86,3,1,54,31,27,17,10,1,8,4,5,72,38,29,13,9,5,2
2016-717,Houston,Clay,28,A,20160404,MS014,105023,5,,Sam Querrey,R,198,USA,28,35,1195,103794,,,Benjamin Becker,R,178,GER,34,97,586,63 63,3,R16,50,13,0,50,33,28,10,9,2,3,7,0,46,36,23,3,9,0,2
2016-717,Houston,Clay,28,A,20160404,MS015,104338,,,Juan Monaco,R,185,ARG,,,,105332,2,,Benoit Paire,R,196,FRA,26,22,1596,63 75,3,R16,94,0,2,82,61,41,10,11,10,11,1,6,71,25,17,20,10,7,12
2016-717,Houston,Clay,28,A,20160404,MS017,106045,,,Denis Kudla,R,180,USA,23,59,789,104999,,,Mischa Zverev,L,191,GER,,,,36 76(2) 76(2),3,R32,151,14,2,102,55,38,23,17,2,9,3,1,98,55,36,23,16,5,8
2016-717,Houston,Clay,28,A,20160404,MS018,111202,,,Hyeon Chung,R,185,KOR,19,71,726,103607,,,Victor Estrella Burgos,R,173,DOM,35,69,745,64 67(5) 60,3,R32,141,7,4,97,70,49,15,14,3,9,7,3,93,59,36,15,14,4,4
2016-717,Houston,Clay,28,A,20160404,MS019,126205,,WC,Tommy Paul,R,185,USA,,,,103893,8,,Paolo Lorenzi,R,183,ITA,34,53,878,62 63,3,R32,63,1,0,53,34,25,11,9,3,5,2,1,49,26,16,10,8,1,4
2016-717,Houston,Clay,28,A,20160404,MS021,105881,,Q,Matthew Barton,R,191,AUS,,,,126207,,,Frances Tiafoe,R,188,USA,,,,63 64,3,R32,63,9,1,57,32,27,12,10,3,5,4,5,58,35,22,12,9,2,4
2016-717,Houston,Clay,28,A,20160404,MS022,104269,,,Fernando Verdasco,L,185,ESP,32,77,705,104122,,,Carlos Berlocq,R,183,ARG,,,,64 63,3,R32,100,4,2,55,27,21,14,9,2,14,1,3,78,59,32,10,10,9,4
2016-717,Houston,Clay,28,A,20160404,MS023,104571,7,,Marcos Baghdatis,R,178,CYP,30,39,1032,106043,,,Diego Schwartzman,R,170,ARG,23,88,639,60 60,3,R32,49,4,3,31,12,12,12,6,0,12,0,4,43,23,9,6,6,6,0
2016-717,Houston,Clay,28,A,20160404,MS024,105385,,,Donald Young,L,183,USA,26,85,657,105449,6,,Steve Johnson,R,188,USA,26,33,1225,64 63,3,R32,71,1,2,54,30,22,15,10,2,9,4,4,61,26,18,13,9,5,4
2016-717,Houston,Clay,28,A,20160404,MS025,105065,,WC,Tim Smyczek,R,175,USA,,,,106044,,,Nicolas Kicker,R,178,ARG,,,,46 76(5) 64,3,R32,155,11,0,109,69,50,19,16,7,8,1,4,109,70,45,24,16,5,10
2016-717,Houston,Clay,28,A,20160404,MS026,105041,,,Lukas Lacko,R,185,SVK,,,,104098,,,Dmitry Tursunov,R,185,RUS,,,,61 75,3,R32,83,7,1,59,35,25,12,9,2,12,3,2,63,37,23,11,10,7,3
2016-717,Houston,Clay,28,A,20160404,MS028,105023,5,,Sam Querrey,R,198,USA,28,35,1195,124187,,,Reilly Opelka,R,211,USA,,,,64 76(4),3,R32,87,8,1,66,43,33,15,11,3,7,13,5,88,54,34,19,11,5,4
2016-717,Houston,Clay,28,A,20160404,MS029,103794,,,Benjamin Becker,R,178,GER,34,97,586,103582,,,Michael Berrer,L,193,GER,,,,76(6) 60,3,R32,73,5,2,52,28,23,16,9,0,6,4,1,61,45,27,7,9,2,1
2016-717,Houston,Clay,28,A,20160404,MS030,104338,,,Juan Monaco,R,185,ARG,,,,105589,,,Gerald Melzer,L,188,AUT,,,,62 67(3) 64,3,R32,149,2,0,89,62,41,19,15,1,14,1,6,113,69,44,19,15,9,3
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS001,104745,5,,Rafael Nadal,L,185,ESP,29,5,4955,104792,13,,Gael Monfils,R,193,FRA,29,16,2220,75 57 60,3,F,166,1,4,95,67,47,8,15,8,21,4,7,98,63,33,14,15,13,13
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS002,104792,13,,Gael Monfils,R,193,FRA,29,16,2220,104542,8,,Jo-Wilfried Tsonga,R,188,FRA,30,9,3130,61 63,3,SF,70,3,1,49,40,27,2,8,1,11,2,2,57,37,17,8,8,5,3
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS003,104745,5,,Rafael Nadal,L,185,ESP,29,5,4955,104918,2,,Andy Murray,R,191,GBR,28,2,7815,26 64 62,3,SF,164,2,2,90,67,43,13,13,8,10,4,2,87,44,30,19,13,6,11
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS004,104792,13,,Gael Monfils,R,193,FRA,29,16,2220,104719,,,Marcel Granollers,R,191,ESP,29,68,745,62 64,3,QF,74,1,1,48,36,25,9,9,0,5,1,1,49,29,17,9,9,1,1
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS005,104542,8,,Jo-Wilfried Tsonga,R,188,FRA,30,9,3130,103819,3,,Roger Federer,R,185,SUI,34,3,7695,36 62 75,3,QF,126,8,4,107,60,44,20,15,3,12,1,4,84,49,33,18,14,7,7
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS006,104745,5,,Rafael Nadal,L,185,ESP,29,5,4955,104527,4,,Stan Wawrinka,R,183,SUI,31,4,6370,61 64,3,QF,78,2,1,45,26,22,11,9,0,9,3,1,51,26,18,7,8,5,1
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS007,104918,2,,Andy Murray,R,191,GBR,28,2,7815,105683,10,,Milos Raonic,R,196,CAN,25,12,2740,62 60,3,QF,66,4,1,39,22,18,12,7,0,9,0,0,47,23,12,9,7,4,0
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS008,104792,13,,Gael Monfils,R,193,FRA,29,16,2220,106210,,,Jiri Vesely,L,198,CZE,22,55,840,61 62,3,R16,68,5,4,52,38,30,4,8,6,16,1,1,55,43,22,2,7,11,7
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS009,104719,,LL,Marcel Granollers,R,191,ESP,29,68,745,105676,11,,David Goffin,R,180,BEL,25,13,2560,76(1) 64,3,R16,115,6,0,77,50,32,12,11,6,8,0,4,68,30,21,16,11,4,9
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS010,103819,3,,Roger Federer,R,185,SUI,34,3,7695,105138,14,,Roberto Bautista Agut,R,183,ESP,27,17,2015,62 64,3,R16,69,5,2,52,33,26,12,9,3,6,2,2,64,47,24,11,9,3,3
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS011,104542,8,,Jo-Wilfried Tsonga,R,188,FRA,30,9,3130,106298,,,Lucas Pouille,R,185,FRA,22,81,694,64 64,3,R16,95,3,1,62,33,28,17,10,3,9,1,5,77,30,21,24,10,7,3
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS012,104745,5,,Rafael Nadal,L,185,ESP,29,5,4955,106233,12,,Dominic Thiem,R,185,AUT,22,14,2420,75 63,3,R16,123,3,0,79,58,38,12,11,15,8,3,3,73,38,25,16,10,4,17
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS013,104527,4,,Stan Wawrinka,R,183,SUI,31,4,6370,104468,15,,Gilles Simon,R,183,FRA,31,19,1900,61 62,3,R16,82,2,0,58,30,19,15,8,7,9,1,2,56,28,16,10,7,4,8
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS014,105683,10,,Milos Raonic,R,196,CAN,25,12,2740,106000,,,Damir Dzumhur,R,175,BIH,23,87,652,63 46 76(5),3,R16,152,12,0,108,71,52,18,16,5,5,5,0,103,81,52,13,15,3,7
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS015,104918,2,,Andy Murray,R,191,GBR,28,2,7815,105332,16,,Benoit Paire,R,196,FRA,26,22,1596,26 75 75,3,R16,153,0,4,113,65,41,25,16,9,9,8,7,106,54,32,29,16,4,14
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS016,106210,,,Jiri Vesely,L,198,CZE,22,55,840,104925,1,,Novak Djokovic,R,188,SRB,28,1,16540,64 26 64,3,R32,126,4,4,76,45,31,19,14,1,8,3,3,92,61,44,14,14,5,4
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS017,104792,13,,Gael Monfils,R,193,FRA,29,16,2220,103893,,,Paolo Lorenzi,R,183,ITA,34,53,878,62 64,3,R32,73,0,0,49,36,23,12,9,2,5,4,2,54,34,22,6,9,1,3
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS018,105676,11,,David Goffin,R,180,BEL,25,13,2560,104269,,,Fernando Verdasco,L,185,ESP,32,77,705,76(2) 26 76(1),3,R32,151,8,4,108,70,44,19,16,7,7,4,6,110,77,47,18,16,3,13
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS019,104719,,LL,Marcel Granollers,R,191,ESP,29,68,745,100644,,,Alexander Zverev,R,198,GER,18,54,870,64 46 63,3,R32,147,0,1,83,49,29,19,15,1,12,1,4,90,41,26,21,14,6,6
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS020,103819,3,,Roger Federer,R,185,SUI,34,3,7695,104198,,,Guillermo Garcia-Lopez,R,185,ESP,32,38,1115,63 64,3,R32,75,4,3,53,34,25,12,10,2,4,0,3,59,27,18,15,9,1,3
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS021,105138,14,,Roberto Bautista Agut,R,183,ESP,27,17,2015,104871,,,Jeremy Chardy,R,188,FRA,29,34,1220,63 57 75,3,R32,174,7,2,125,83,53,23,17,14,21,6,4,123,74,46,23,16,16,18
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS022,106298,,WC,Lucas Pouille,R,185,FRA,22,81,694,104755,9,,Richard Gasquet,R,185,FRA,29,10,2840,46 75 61,3,R32,134,6,2,97,56,40,25,15,2,12,6,1,88,49,35,20,14,9,3
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS023,104542,8,,Jo-Wilfried Tsonga,R,188,FRA,30,9,3130,105807,,,Pablo Carreno Busta,R,188,ESP,24,52,879,76(1) 76(5),3,R32,122,10,2,93,47,38,22,12,7,4,3,1,77,52,37,13,12,2,9
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS024,104745,5,,Rafael Nadal,L,185,ESP,29,5,4955,105379,,,Aljaz Bedene,R,183,GBR,26,57,832,63 63,3,R32,80,2,2,53,36,24,9,9,3,7,1,3,48,25,14,8,9,2,5
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS025,106233,12,,Dominic Thiem,R,185,AUT,22,14,2420,106121,,,Taro Daniel,R,191,JPN,23,91,619,46 62 60,3,R32,103,6,4,72,43,31,16,12,2,10,2,4,67,44,28,9,12,4,4
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS026,104468,15,,Gilles Simon,R,183,FRA,31,19,1900,105777,,,Grigor Dimitrov,R,191,BUL,24,27,1430,64 63,3,R32,88,1,0,56,38,27,13,10,1,4,2,5,52,31,19,11,9,1,2
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS027,104527,4,,Stan Wawrinka,R,183,SUI,31,4,6370,104259,,,Philipp Kohlschreiber,R,178,GER,32,29,1330,76(2) 75,3,R32,97,2,2,70,39,33,16,12,3,13,2,1,81,47,31,18,12,10,5
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS028,106000,,Q,Damir Dzumhur,R,175,BIH,23,87,652,104607,6,,Tomas Berdych,R,196,CZE,30,7,3630,64 67(1) 63,3,R32,148,6,0,120,86,55,20,16,8,6,4,2,91,52,38,22,15,3,9
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS029,105683,10,,Milos Raonic,R,196,CAN,25,12,2740,104655,,,Pablo Cuevas,R,180,URU,30,26,1510,75 26 76(5),3,R32,155,11,2,104,67,45,21,16,8,10,3,1,103,71,51,17,16,7,12
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS030,105332,16,,Benoit Paire,R,196,FRA,26,22,1596,105311,,,Joao Sousa,R,185,POR,27,36,1181,64 63,3,R32,72,3,2,52,29,21,14,10,2,4,0,1,61,35,17,16,9,0,4
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS031,104918,2,,Andy Murray,R,191,GBR,28,2,7815,105732,,,Pierre-Hugues Herbert,R,188,FRA,25,96,590,62 46 63,3,R32,127,5,4,101,60,40,17,14,4,10,4,1,73,34,24,16,13,4,8
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS033,106210,,,Jiri Vesely,L,198,CZE,22,55,840,104559,,,Teymuraz Gabashvili,R,188,RUS,30,51,903,36 75 75,3,R64,141,12,1,92,68,50,14,16,1,9,5,5,104,65,44,24,17,6,3
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS034,103893,,,Paolo Lorenzi,R,183,ITA,34,53,878,104926,,,Fabio Fognini,R,178,ITA,28,32,1240,26 60 61,3,R64,82,7,4,64,37,24,17,11,4,10,0,2,58,31,19,12,10,5,6
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS035,104792,13,,Gael Monfils,R,193,FRA,29,16,2220,104180,,,Gilles Muller,L,193,LUX,32,42,985,75 60,3,R64,61,4,1,45,33,26,7,9,0,5,3,4,51,22,18,9,9,0,1
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS036,105676,11,,David Goffin,R,180,BEL,25,13,2560,103852,,,Feliciano Lopez,L,188,ESP,34,24,1540,75 60,3,R64,71,2,3,44,28,23,10,9,1,10,2,2,56,35,20,6,9,5,2
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS037,104269,,WC,Fernando Verdasco,L,185,ESP,32,77,705,105643,,,Federico Delbonis,L,191,ARG,25,47,920,60 63,3,R64,58,0,1,46,34,28,6,8,0,4,0,1,40,23,12,7,7,0,0
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS038,100644,,,Alexander Zverev,R,198,GER,18,54,870,126094,,,Andrey Rublev,R,188,RUS,,,,61 63,3,R64,60,3,2,45,26,23,11,8,2,6,0,2,46,24,11,13,8,2,2
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS041,104198,,,Guillermo Garcia-Lopez,R,185,ESP,32,38,1115,105064,,,Thomaz Bellucci,L,188,BRA,28,37,1165,75 61,3,R64,104,0,3,65,37,27,17,10,5,9,1,4,75,39,23,18,9,6,5
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS042,104871,,,Jeremy Chardy,R,188,FRA,29,34,1220,105723,,,Andrey Kuznetsov,R,185,RUS,25,45,970,76(3) 75,3,R64,114,8,6,83,43,28,22,12,3,10,0,6,85,36,25,19,12,5,7
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS043,105138,14,,Roberto Bautista Agut,R,183,ESP,27,17,2015,105077,,,Albert Ramos-Vinolas,L,188,ESP,28,50,903,64 76(4),3,R64,118,2,1,64,39,27,12,11,1,13,0,3,80,59,34,9,11,9,4
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS044,104755,9,,Richard Gasquet,R,185,FRA,29,10,2840,104597,,,Nicolas Almagro,R,183,ESP,30,62,774,64 60,3,R64,69,2,5,50,26,18,13,8,3,6,2,5,41,16,8,5,8,0,5
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS045,106298,,WC,Lucas Pouille,R,185,FRA,22,81,694,103917,,,Nicolas Mahut,R,191,FRA,34,41,1007,76(1) 63,3,R64,75,5,1,57,31,24,18,10,0,3,6,1,63,32,21,19,11,0,1
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS046,105807,,,Pablo Carreno Busta,R,188,ESP,24,52,879,103565,,,Stephane Robert,R,185,FRA,,,,63 61,3,R64,61,3,6,55,28,22,13,8,9,10,2,3,64,35,20,9,8,5,10
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS049,105379,,,Aljaz Bedene,R,183,GBR,26,57,832,104586,,,Lukas Rosol,R,196,CZE,30,61,782,62 63,3,R64,63,8,0,47,31,25,9,9,0,9,0,0,61,41,23,8,8,5,1
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS050,106121,,Q,Taro Daniel,R,191,JPN,23,91,619,105173,,,Adrian Mannarino,L,180,FRA,27,74,710,63 64,3,R64,109,4,1,51,28,18,11,9,3,13,4,1,78,53,28,9,10,7,6
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS051,106233,12,,Dominic Thiem,R,185,AUT,22,14,2420,105526,,,Jan-Lennard Struff,R,196,GER,,,,16 63 64,3,R64,97,6,3,94,62,41,16,13,5,6,10,1,71,35,29,22,13,4,7
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS052,104468,15,,Gilles Simon,R,183,FRA,31,19,1900,104678,,,Viktor Troicki,R,193,SRB,30,23,1580,63 64,3,R64,106,0,3,78,32,24,25,10,6,7,3,1,60,41,26,9,9,4,7
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS053,105777,,,Grigor Dimitrov,R,191,BUL,24,27,1430,105936,,,Filip Krajinovic,R,185,SRB,,,,63 62,3,R64,77,5,0,51,34,25,13,9,4,7,0,0,53,38,23,6,8,4,4
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS054,104259,,,Philipp Kohlschreiber,R,178,GER,32,29,1330,106432,,,Borna Coric,R,185,CRO,19,48,910,64 64,3,R64,94,5,2,60,34,27,14,10,4,8,2,2,73,39,22,19,10,5,5
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS057,106000,,Q,Damir Dzumhur,R,175,BIH,23,87,652,104898,,,Robin Haase,R,191,NED,28,64,771,62 60,3,R64,47,0,0,36,26,19,6,7,0,8,2,1,39,22,8,5,7,2,1
2016-410,Monte Carlo Masters,Clay,56,M,20160410,MS058,104655,,,Pablo Cuevas,R,180,URU,30,26,1510,104593,,,Daniel Gimeno-Traver,R,183,ESP,,,,76(2) 67(2) 76(4),3,R64,200,9,2,123,79,58,25,18,7,11,3,2,146,78,51,39,18,9,9
