tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2016-404,Indian Wells Masters,Hard,96,M,20160310,MS125,105643,,,Federico Delbonis,L,191,ARG,25,53,855,105053,,,Santiago Giraldo,R,188,COL,28,83,657,63 76(5),3,R128,104,4,7,73,34,22,17,10,2,7,3,7,76,38,22,14,11,1,6
2016-404,Indian Wells Masters,Hard,96,M,20160310,MS126,104719,,,Marcel Granollers,R,191,ESP,29,92,591,106000,,,Damir Dzumhur,R,175,BIH,23,93,588,61 60,3,R128,60,3,2,46,24,19,11,6,5,11,0,4,52,29,12,7,7,5,5
2016-404,Indian Wells Masters,Hard,96,M,20160310,XXX,105138,14,,Roberto Bautista Agut,R,183,ESP,27,17,1935,104022,,,Mikhail Youzhny,R,183,RUS,33,76,700,(W/O),3,R64,,,,,,,,,,,,,,,,,,,
2016-403,Miami Masters,Hard,96,M,20160323,MS001,104925,1,,Novak Djokovic,R,188,SRB,28,1,16540,105453,6,,Kei Nishikori,R,178,JPN,26,6,4070,63 63,3,F,87,0,2,43,28,22,9,9,0,9,0,5,66,34,18,14,9,4,2
2016-403,Miami Masters,Hard,96,M,20160323,MS002,104925,1,,Novak Djokovic,R,188,SRB,28,1,16540,105676,15,,David Goffin,R,180,BEL,25,15,2290,76(5) 64,3,SF,125,7,2,76,45,32,19,11,4,4,8,2,81,48,33,17,11,2,5
2016-403,Miami Masters,Hard,96,M,20160323,MS003,105453,6,,Kei Nishikori,R,178,JPN,26,6,4070,106401,24,,Nick Kyrgios,R,193,AUS,20,26,1405,63 75,3,SF,84,2,3,55,31,24,17,10,1,9,8,4,64,42,29,9,11,5,2
2016-403,Miami Masters,Hard,96,M,20160323,MS004,104925,1,,Novak Djokovic,R,188,SRB,28,1,16540,104607,7,,Tomas Berdych,R,196,CZE,30,7,3810,63 63,3,QF,100,2,1,61,39,27,14,9,2,10,0,5,65,42,27,6,9,6,3
2016-403,Miami Masters,Hard,96,M,20160323,MS005,105676,15,,David Goffin,R,180,BEL,25,15,2290,104468,18,,Gilles Simon,R,183,FRA,31,19,1810,36 62 61,3,QF,118,9,3,68,43,30,16,12,1,12,3,1,98,51,31,21,12,7,3
2016-403,Miami Masters,Hard,96,M,20160323,MS006,106401,24,,Nick Kyrgios,R,193,AUS,20,26,1405,105683,12,,Milos Raonic,R,196,CAN,25,12,2650,64 76(4),3,QF,105,8,6,81,46,36,22,11,5,6,4,3,74,41,32,19,11,5,5
2016-403,Miami Masters,Hard,96,M,20160323,MS007,105453,6,,Kei Nishikori,R,178,JPN,26,6,4070,104792,16,,Gael Monfils,R,193,FRA,29,16,2130,46 63 76(3),3,QF,150,3,6,116,64,42,29,16,6,4,14,4,91,51,41,14,15,1,9
2016-403,Miami Masters,Hard,96,M,20160323,MS008,104925,1,,Novak Djokovic,R,188,SRB,28,1,16540,106233,14,,Dominic Thiem,R,185,AUT,22,14,2510,63 64,3,R16,110,2,9,102,70,43,16,10,14,6,2,5,59,38,28,6,9,3,15
2016-403,Miami Masters,Hard,96,M,20160323,MS009,104607,7,,Tomas Berdych,R,196,CZE,30,7,3810,104755,10,,Richard Gasquet,R,185,FRA,29,10,2795,64 36 75,3,R16,148,12,1,96,61,49,13,16,5,13,6,6,96,56,42,20,15,10,8
2016-403,Miami Masters,Hard,96,M,20160323,MS010,105676,15,,David Goffin,R,180,BEL,25,15,2290,104547,,,Horacio Zeballos,L,188,ARG,,,,75 63,3,R16,86,5,0,48,37,30,10,10,0,9,5,3,77,44,30,15,11,6,0
2016-403,Miami Masters,Hard,96,M,20160323,MS011,104468,18,,Gilles Simon,R,183,FRA,31,19,1810,106298,,,Lucas Pouille,R,185,FRA,22,88,622,60 61,3,R16,58,2,1,36,21,15,10,6,0,10,1,3,48,19,9,9,7,4,0
2016-403,Miami Masters,Hard,96,M,20160323,MS012,105683,12,,Milos Raonic,R,196,CAN,25,12,2650,106000,,,Damir Dzumhur,R,175,BIH,23,94,588,60 63,3,R16,54,11,3,43,29,23,10,8,0,4,0,0,40,27,13,6,7,0,0
2016-403,Miami Masters,Hard,96,M,20160323,MS013,106401,24,,Nick Kyrgios,R,193,AUS,20,26,1405,105723,,,Andrey Kuznetsov,R,185,RUS,25,51,890,76(3) 63,3,R16,84,11,4,70,40,30,19,11,1,6,7,4,64,37,27,15,10,4,2
2016-403,Miami Masters,Hard,96,M,20160323,MS014,105453,6,,Kei Nishikori,R,178,JPN,26,6,4070,105138,17,,Roberto Bautista Agut,R,183,ESP,27,18,1935,62 64,3,R16,84,4,0,65,37,28,12,9,1,8,4,1,53,40,25,4,9,4,2
2016-403,Miami Masters,Hard,96,M,20160323,MS015,104792,16,,Gael Monfils,R,193,FRA,29,16,2130,105777,26,,Grigor Dimitrov,R,191,BUL,24,28,1385,67(5) 63 63,3,R16,150,9,6,96,64,46,15,15,3,17,0,4,112,80,46,14,15,11,6
2016-403,Miami Masters,Hard,96,M,20160323,MS016,104925,1,,Novak Djokovic,R,188,SRB,28,1,16540,105311,33,,Joao Sousa,R,185,POR,26,38,1146,64 61,3,R32,78,9,4,52,38,29,3,8,3,12,0,3,62,42,19,6,9,6,5
2016-403,Miami Masters,Hard,96,M,20160323,MS017,106233,14,,Dominic Thiem,R,185,AUT,22,14,2510,106415,,,Yoshihito Nishioka,L,170,JPN,,,,62 62,3,R32,64,3,3,48,28,22,12,8,0,6,0,3,51,32,19,7,8,2,0
2016-403,Miami Masters,Hard,96,M,20160323,MS018,104755,10,,Richard Gasquet,R,185,FRA,29,10,2795,105332,20,,Benoit Paire,R,196,FRA,26,22,1571,63 60,3,R32,58,1,2,42,26,21,11,8,0,6,2,3,45,16,10,12,7,2,0
2016-403,Miami Masters,Hard,96,M,20160323,MS019,104607,7,,Tomas Berdych,R,196,CZE,30,7,3810,105449,31,,Steve Johnson,R,188,USA,26,36,1190,63 67(6) 63,3,R32,163,16,4,119,61,51,33,16,10,10,14,6,108,70,53,17,14,8,10
2016-403,Miami Masters,Hard,96,M,20160323,MS020,104547,,LL,Horacio Zeballos,L,188,ARG,,,,104269,,,Fernando Verdasco,L,185,ESP,32,65,750,16 64 76(4),3,R32,154,8,6,113,61,42,26,15,7,3,8,3,82,57,44,15,14,2,10
2016-403,Miami Masters,Hard,96,M,20160323,MS021,105676,15,,David Goffin,R,180,BEL,25,15,2290,104678,19,,Viktor Troicki,R,193,SRB,30,21,1580,61 61,3,R32,55,1,0,43,26,20,11,7,1,8,5,1,42,25,11,6,7,3,1
2016-403,Miami Masters,Hard,96,M,20160323,MS022,104468,18,,Gilles Simon,R,183,FRA,31,19,1810,105227,11,,Marin Cilic,R,198,CRO,27,11,2725,63 67(4) 63,3,R32,167,6,7,117,59,43,29,16,12,9,5,6,91,34,23,28,14,4,15
2016-403,Miami Masters,Hard,96,M,20160323,MS023,106298,,,Lucas Pouille,R,185,FRA,22,88,622,103970,8,,David Ferrer,R,175,ESP,33,8,3505,67(1) 76(4) 75,3,R32,165,8,6,126,71,48,23,18,11,14,2,6,122,80,53,17,18,7,17
2016-403,Miami Masters,Hard,96,M,20160323,MS024,106000,,,Damir Dzumhur,R,175,BIH,23,94,588,105062,,,Mikhail Kukushkin,R,183,KAZ,28,90,617,46 61 62,3,R32,118,5,1,62,36,28,15,13,1,13,1,1,83,51,28,15,12,7,4
2016-403,Miami Masters,Hard,96,M,20160323,MS025,105683,12,,Milos Raonic,R,196,CAN,25,12,2650,106058,22,,Jack Sock,R,191,USA,23,24,1525,76(3) 64,3,R32,107,12,4,77,47,38,17,11,5,2,3,4,73,40,31,18,11,1,5
2016-403,Miami Masters,Hard,96,M,20160323,MS026,106401,24,,Nick Kyrgios,R,193,AUS,20,26,1405,105065,,,Tim Smyczek,R,175,USA,,,,64 64,3,R32,87,9,0,60,33,23,15,10,0,6,7,3,73,47,31,8,10,2,2
2016-403,Miami Masters,Hard,96,M,20160323,MS027,105723,,,Andrey Kuznetsov,R,185,RUS,25,51,890,105173,,,Adrian Mannarino,L,180,FRA,27,64,755,26 75 60,3,R32,108,9,2,76,43,30,17,13,3,11,10,1,88,55,33,15,13,6,6
2016-403,Miami Masters,Hard,96,M,20160323,MS028,105453,6,,Kei Nishikori,R,178,JPN,26,6,4070,105238,27,,Alexandr Dolgopolov,R,180,UKR,27,29,1330,62 62,3,R32,72,3,1,45,30,22,9,8,1,16,1,6,73,36,21,14,8,11,2
2016-403,Miami Masters,Hard,96,M,20160323,MS029,105138,17,,Roberto Bautista Agut,R,183,ESP,27,18,1935,104542,9,,Jo-Wilfried Tsonga,R,188,FRA,30,9,3130,26 63 76(3),3,R32,148,1,4,100,67,50,18,15,9,6,9,4,96,49,39,24,14,5,11
2016-403,Miami Masters,Hard,96,M,20160323,MS030,104792,16,,Gael Monfils,R,193,FRA,29,16,2130,104655,23,,Pablo Cuevas,R,180,URU,30,25,1475,63 64,3,R32,71,13,1,57,34,26,16,10,0,9,5,3,61,38,29,10,9,7,0
2016-403,Miami Masters,Hard,96,M,20160323,MS031,105777,26,,Grigor Dimitrov,R,191,BUL,24,28,1385,104918,2,,Andy Murray,R,191,GBR,28,2,8370,67(1) 64 63,3,R32,145,6,8,90,47,35,21,15,5,7,8,2,90,51,33,18,16,1,8
2016-403,Miami Masters,Hard,96,M,20160323,MS032,104925,1,,Novak Djokovic,R,188,SRB,28,1,16540,106378,,,Kyle Edmund,R,188,GBR,21,87,623,63 63,3,R64,80,3,1,47,33,25,9,9,0,11,0,2,72,44,27,11,9,7,1
2016-403,Miami Masters,Hard,96,M,20160323,MS033,105311,33,,Joao Sousa,R,185,POR,26,38,1146,105577,,,Vasek Pospisil,R,193,CAN,25,45,975,67(1) 76(5) 62,3,R64,136,9,3,105,71,56,18,16,3,5,13,5,97,60,47,18,16,2,4
2016-403,Miami Masters,Hard,96,M,20160323,MS034,106415,,Q,Yoshihito Nishioka,L,170,JPN,,,,103852,21,,Feliciano Lopez,L,188,ESP,34,23,1540,64 64,3,R64,89,0,3,69,51,33,8,10,4,8,7,5,59,28,22,9,10,4,6
2016-403,Miami Masters,Hard,96,M,20160323,MS035,106233,14,,Dominic Thiem,R,185,AUT,22,14,2510,105032,,,Sam Groth,R,193,AUS,28,77,691,75 62,3,R64,77,3,3,55,37,28,13,10,0,12,8,3,62,28,17,18,10,9,0
2016-403,Miami Masters,Hard,96,M,20160323,MS036,104755,10,,Richard Gasquet,R,185,FRA,29,10,2795,105077,,,Albert Ramos-Vinolas,L,188,ESP,28,50,903,64 64,3,R64,104,2,1,67,32,19,21,10,7,7,2,2,57,34,18,10,10,2,10
2016-403,Miami Masters,Hard,96,M,20160323,MS037,105332,20,,Benoit Paire,R,196,FRA,26,22,1571,104022,,,Mikhail Youzhny,R,183,RUS,33,72,715,63 64,3,R64,67,8,2,59,26,18,26,10,1,3,2,4,51,29,22,10,9,1,1
2016-403,Miami Masters,Hard,96,M,20160323,MS038,105449,31,,Steve Johnson,R,188,USA,26,36,1190,100644,,,Alexander Zverev,R,198,GER,18,52,886,76(9) 76(3),3,R64,125,3,3,77,39,34,27,12,0,4,14,2,95,56,39,25,12,4,0
2016-403,Miami Masters,Hard,96,M,20160323,MS040,104547,,LL,Horacio Zeballos,L,188,ARG,,,,105223,,,Juan Martin del Potro,R,198,ARG,,,,64 64,3,R64,82,6,0,49,38,32,8,10,0,2,8,2,55,34,24,13,10,0,0
2016-403,Miami Masters,Hard,96,M,20160323,MS041,104269,,,Fernando Verdasco,L,185,ESP,32,65,750,104871,28,,Jeremy Chardy,R,188,FRA,29,31,1255,64 64,3,R64,72,9,4,50,32,29,10,10,3,7,2,9,57,29,23,13,10,4,4
2016-403,Miami Masters,Hard,96,M,20160323,MS042,104678,19,,Viktor Troicki,R,193,SRB,30,21,1580,105438,,,Inigo Cervantes,R,183,ESP,26,56,829,67(6) 76(9) 76(3),3,R64,173,10,4,133,86,67,25,18,6,2,14,6,125,59,49,35,18,0,8
2016-403,Miami Masters,Hard,96,M,20160323,MS043,105676,15,,David Goffin,R,180,BEL,25,15,2290,104719,,,Marcel Granollers,R,191,ESP,29,73,714,64 64,3,R64,92,1,1,59,44,37,6,10,1,9,7,2,73,40,29,14,10,7,1
2016-403,Miami Masters,Hard,96,M,20160323,MS044,105227,11,,Marin Cilic,R,198,CRO,27,11,2725,105583,,,Dusan Lajovic,R,183,SRB,25,70,733,64 61,3,R64,71,6,1,46,23,19,15,8,1,11,3,2,63,37,20,15,9,7,1
2016-403,Miami Masters,Hard,96,M,20160323,MS045,104468,18,,Gilles Simon,R,183,FRA,31,19,1810,104338,,,Juan Monaco,R,185,ARG,,,,75 61,3,R64,88,3,5,54,24,23,17,10,2,7,2,0,56,45,29,3,9,3,3
2016-403,Miami Masters,Hard,96,M,20160323,MS046,106298,,,Lucas Pouille,R,185,FRA,22,88,622,104198,32,,Guillermo Garcia-Lopez,R,185,ESP,32,37,1150,62 64,3,R64,74,7,2,53,28,24,14,9,0,9,3,5,70,33,21,18,9,6,0
2016-403,Miami Masters,Hard,96,M,20160323,MS047,103970,8,,David Ferrer,R,175,ESP,33,8,3505,126203,,,Taylor Fritz,R,193,USA,18,81,666,76(6) 61,3,R64,108,5,0,71,42,33,13,10,4,16,6,5,93,53,34,14,9,13,5
2016-403,Miami Masters,Hard,96,M,20160323,MS048,106000,,,Damir Dzumhur,R,175,BIH,23,94,588,104745,5,,Rafael Nadal,L,185,ESP,29,5,4990,26 64 30 (RET),3,R64,110,4,5,77,51,36,10,10,10,4,2,2,60,36,22,14,11,0,13
2016-403,Miami Masters,Hard,96,M,20160323,MS049,105062,,Q,Mikhail Kukushkin,R,183,KAZ,28,90,617,105064,30,,Thomaz Bellucci,L,188,BRA,28,35,1200,57 63 (RET),3,R64,110,4,6,66,33,22,17,11,2,12,4,0,76,54,31,12,10,9,6
2016-403,Miami Masters,Hard,96,M,20160323,MS050,106058,22,,Jack Sock,R,191,USA,23,24,1525,104660,,,Sergiy Stakhovsky,R,193,UKR,,,,62 32 (RET),3,R64,55,4,2,36,23,21,6,6,1,4,4,4,47,28,16,9,7,1,1
2016-403,Miami Masters,Hard,96,M,20160323,MS051,105683,12,,Milos Raonic,R,196,CAN,25,12,2650,106045,,,Denis Kudla,R,180,USA,23,63,772,76(4) 64,3,R64,93,13,4,76,52,41,14,11,6,2,5,4,70,40,35,13,11,1,6
2016-403,Miami Masters,Hard,96,M,20160323,MS052,105065,,Q,Tim Smyczek,R,175,USA,,,,104545,13,,John Isner,R,208,USA,30,13,2585,62 26 76(5),3,R64,121,11,1,82,57,43,15,14,4,9,25,9,102,65,50,15,14,7,6
2016-403,Miami Masters,Hard,96,M,20160323,MS053,106401,24,,Nick Kyrgios,R,193,AUS,20,26,1405,104571,,,Marcos Baghdatis,R,178,CYP,30,40,1026,62 61,3,R64,58,14,2,53,35,26,9,8,4,8,2,2,43,17,8,11,7,3,5
2016-403,Miami Masters,Hard,96,M,20160323,MS054,105173,,,Adrian Mannarino,L,180,FRA,27,64,755,105023,29,,Sam Querrey,R,198,USA,28,34,1210,67(5) 62 64,3,R64,122,9,2,99,56,37,26,15,6,8,11,10,96,57,42,9,15,2,9
2016-403,Miami Masters,Hard,96,M,20160323,MS055,105723,,,Andrey Kuznetsov,R,185,RUS,25,51,890,104527,4,,Stan Wawrinka,R,183,SUI,30,4,6405,64 63,3,R64,80,7,4,62,31,26,17,9,8,10,5,2,69,37,24,14,10,7,8
2016-403,Miami Masters,Hard,96,M,20160323,MS056,105453,6,,Kei Nishikori,R,178,JPN,26,6,4070,105732,,,Pierre-Hugues Herbert,R,188,FRA,,,,62 76(4),3,R64,90,0,4,62,35,29,15,10,0,4,9,5,69,35,22,18,10,1,1
2016-403,Miami Masters,Hard,96,M,20160323,MS057,105238,27,,Alexandr Dolgopolov,R,180,UKR,27,29,1330,104312,,,Andreas Seppi,R,191,ITA,32,43,990,64 64,3,R64,84,10,4,74,40,30,13,10,5,9,1,3,62,27,14,16,10,4,8
2016-403,Miami Masters,Hard,96,M,20160323,MS058,105138,17,,Roberto Bautista Agut,R,183,ESP,27,18,1935,105379,,,Aljaz Bedene,R,183,GBR,26,57,827,75 22 (RET),3,R64,95,9,1,67,33,19,16,8,10,7,4,5,57,32,19,13,8,4,14
2016-403,Miami Masters,Hard,96,M,20160323,MS059,104542,9,,Jo-Wilfried Tsonga,R,188,FRA,30,9,3130,105053,,,Santiago Giraldo,R,188,COL,28,83,657,63 61,3,R64,67,4,1,44,22,18,16,8,3,5,4,0,46,14,11,11,8,1,3
2016-403,Miami Masters,Hard,96,M,20160323,MS060,104792,16,,Gael Monfils,R,193,FRA,29,16,2130,105147,,,Tatsuma Ito,R,180,JPN,,,,63 62,3,R64,57,9,2,46,26,24,12,9,0,3,2,2,43,25,13,11,8,0,0
2016-403,Miami Masters,Hard,96,M,20160323,MS061,104655,23,,Pablo Cuevas,R,180,URU,30,25,1475,105357,,,John Millman,R,183,AUS,26,69,736,75 64,3,R64,81,6,0,54,32,26,18,11,0,6,3,3,67,45,31,12,11,4,0
2016-403,Miami Masters,Hard,96,M,20160323,MS062,105777,26,,Grigor Dimitrov,R,191,BUL,24,28,1385,105643,,,Federico Delbonis,L,191,ARG,25,48,920,76(8) 46 64,3,R64,160,6,7,116,62,48,33,16,3,4,4,4,104,63,50,24,16,3,4
2016-403,Miami Masters,Hard,96,M,20160323,MS063,104918,2,,Andy Murray,R,191,GBR,28,2,8370,104797,,,Denis Istomin,R,188,UZB,29,76,702,63 75,3,R64,98,1,2,64,33,23,21,10,4,8,5,6,74,47,32,8,11,4,5
2016-403,Miami Masters,Hard,96,M,20160323,MS065,106378,,,Kyle Edmund,R,188,GBR,21,87,623,106210,,,Jiri Vesely,L,198,CZE,22,55,840,64 57 76(6),3,R128,150,7,2,107,64,48,26,17,7,7,8,6,108,72,51,19,17,5,9
2016-403,Miami Masters,Hard,96,M,20160323,MS066,105577,,,Vasek Pospisil,R,193,CAN,25,45,975,106043,,,Diego Schwartzman,R,170,ARG,23,85,639,26 63 76(4),3,R128,156,9,10,105,53,40,25,15,5,6,0,7,93,46,35,26,14,4,8
2016-403,Miami Masters,Hard,96,M,20160323,MS069,106415,,Q,Yoshihito Nishioka,L,170,JPN,,,,111577,,,Jared Donaldson,R,188,USA,,,,63 64,3,R128,65,1,0,51,25,23,18,10,0,6,3,0,46,28,19,14,9,4,0
2016-403,Miami Masters,Hard,96,M,20160323,MS070,105032,,,Sam Groth,R,193,AUS,28,77,691,103607,,,Victor Estrella Burgos,R,173,DOM,35,66,745,63 62,3,R128,64,10,4,53,29,28,9,9,0,3,2,3,51,34,20,8,8,0,0
2016-403,Miami Masters,Hard,96,M,20160323,MS073,105077,,,Albert Ramos-Vinolas,L,188,ESP,28,50,903,105292,,,Alejandro Gonzalez,R,191,COL,,,,57 62 76(3),3,R128,162,5,2,99,55,41,21,16,1,12,2,3,110,62,35,27,16,7,5
2016-403,Miami Masters,Hard,96,M,20160323,MS074,104022,,,Mikhail Youzhny,R,183,RUS,33,72,715,105208,,,Ernests Gulbis,R,191,LAT,27,78,686,64 62,3,R128,84,1,3,61,37,26,13,9,7,12,6,10,64,26,21,10,9,7,9
2016-403,Miami Masters,Hard,96,M,20160323,MS077,100644,,,Alexander Zverev,R,198,GER,18,52,886,111581,,,Michael Mmoh,R,185,USA,,,,76(3) 76(4),3,R128,114,9,5,80,53,40,16,12,2,5,5,8,84,49,40,13,12,3,4
2016-403,Miami Masters,Hard,96,M,20160323,MS078,104330,,,Rajeev Ram,R,193,USA,32,61,789,105539,,,Evgeny Donskoy,R,185,RUS,25,82,663,75 76(7),3,R128,103,6,5,81,61,43,10,12,5,7,4,5,78,32,23,27,12,4,7
2016-403,Miami Masters,Hard,96,M,20160323,MS081,105223,,PR,Juan Martin del Potro,R,198,ARG,,,,105550,,,Guido Pella,L,185,ARG,25,39,1048,60 76(4),3,R128,88,6,3,54,39,34,8,9,2,9,4,6,66,44,25,13,9,6,2
2016-403,Miami Masters,Hard,96,M,20160323,MS082,104269,,,Fernando Verdasco,L,185,ESP,32,65,750,104180,,,Gilles Muller,L,193,LUX,32,44,985,76(2) 63,3,R128,89,6,5,71,44,34,20,10,5,3,11,2,67,36,25,19,11,1,5
2016-403,Miami Masters,Hard,96,M,20160323,MS085,105438,,,Inigo Cervantes,R,183,ESP,26,56,829,126094,,,Andrey Rublev,R,188,RUS,,,,64 62,3,R128,61,8,2,48,23,22,13,9,1,5,1,3,50,26,19,8,9,1,2
2016-403,Miami Masters,Hard,96,M,20160323,MS086,104719,,Q,Marcel Granollers,R,191,ESP,29,73,714,106216,,,Bjorn Fratangelo,R,183,USA,,,,63 75,3,R128,93,6,3,61,41,34,9,11,2,6,3,3,71,39,25,16,10,3,3
2016-403,Miami Masters,Hard,96,M,20160323,MS089,105583,,,Dusan Lajovic,R,183,SRB,25,70,733,106261,,,Dennis Novikov,R,193,USA,,,,61 76(5),3,R128,83,4,2,78,51,35,14,10,2,8,5,3,68,35,25,12,9,5,3
2016-403,Miami Masters,Hard,96,M,20160323,MS090,104338,,,Juan Monaco,R,185,ARG,,,,104471,,,Ivan Dodig,R,183,CRO,31,75,704,36 63 50 (RET),3,R128,98,3,0,58,44,29,9,11,1,13,1,9,76,35,21,21,12,8,3
2016-403,Miami Masters,Hard,96,M,20160323,MS093,106298,,,Lucas Pouille,R,185,FRA,22,88,622,104559,,,Teymuraz Gabashvili,R,188,RUS,30,49,918,75 63,3,R128,78,8,1,57,27,22,19,11,4,8,2,3,62,40,27,7,10,4,6
2016-403,Miami Masters,Hard,96,M,20160323,MS094,126203,,Q,Taylor Fritz,R,193,USA,18,81,666,104620,,,Simone Bolelli,R,183,ITA,30,79,682,64 62,3,R128,70,7,1,48,26,20,17,9,0,9,1,3,57,33,24,10,9,6,0
2016-403,Miami Masters,Hard,96,M,20160323,MS097,106000,,,Damir Dzumhur,R,175,BIH,23,94,588,104919,,,Leonardo Mayer,R,191,ARG,28,41,1010,46 63 64,3,R128,111,2,1,82,56,40,20,15,2,3,8,2,83,54,36,21,14,1,3
2016-403,Miami Masters,Hard,96,M,20160323,MS098,105062,,Q,Mikhail Kukushkin,R,183,KAZ,28,90,617,104548,,,Brian Baker,R,191,USA,,,,64 62,3,R128,85,3,0,59,43,29,8,9,3,12,2,4,65,41,24,6,9,7,5
2016-403,Miami Masters,Hard,96,M,20160323,MS101,104660,,,Sergiy Stakhovsky,R,193,UKR,,,,111797,,,Nicolas Jarry,R,198,CHI,,,,76(7) 75,3,R128,90,6,6,69,39,36,17,12,3,5,7,3,78,48,37,16,12,3,4
2016-403,Miami Masters,Hard,96,M,20160323,MS102,106045,,,Denis Kudla,R,180,USA,23,63,772,111202,,,Hyeon Chung,R,185,KOR,19,67,741,63 36 61,3,R128,96,14,3,65,37,31,12,12,0,8,3,4,73,41,30,11,13,3,2
2016-403,Miami Masters,Hard,96,M,20160323,MS105,105065,,Q,Tim Smyczek,R,175,USA,,,,126205,,,Tommy Paul,R,185,USA,,,,64 57 75,3,R128,140,6,10,119,56,42,30,17,9,10,5,6,100,46,35,25,17,5,13
2016-403,Miami Masters,Hard,96,M,20160323,MS106,104571,,,Marcos Baghdatis,R,178,CYP,30,40,1026,103794,,,Benjamin Becker,R,178,GER,34,100,570,63 64,3,R128,87,6,4,62,28,22,19,10,3,6,2,1,59,31,21,13,9,3,4
2016-403,Miami Masters,Hard,96,M,20160323,MS109,105173,,,Adrian Mannarino,L,180,FRA,27,64,755,105011,,,Illya Marchenko,R,185,UKR,28,68,738,26 62 63,3,R128,107,6,1,60,30,23,20,13,0,6,3,3,78,41,29,17,12,2,3
2016-403,Miami Masters,Hard,96,M,20160323,MS110,105723,,,Andrey Kuznetsov,R,185,RUS,25,51,890,104297,,,Rogerio Dutra Silva,R,178,BRA,,,,62 63,3,R128,68,7,1,48,24,21,15,8,4,11,2,8,64,27,21,12,9,7,4
2016-403,Miami Masters,Hard,96,M,20160323,MS113,105732,,Q,Pierre-Hugues Herbert,R,188,FRA,,,,104586,,,Lukas Rosol,R,196,CZE,30,58,817,75 64,3,R128,62,14,1,52,40,34,8,11,0,6,3,2,64,39,25,15,11,3,1
2016-403,Miami Masters,Hard,96,M,20160323,MS114,104312,,,Andreas Seppi,R,191,ITA,32,43,990,105385,,,Donald Young,L,183,USA,26,80,672,63 61,3,R128,63,4,3,48,25,20,14,8,1,7,1,4,52,22,12,15,8,3,1
2016-403,Miami Masters,Hard,96,M,20160323,MS117,105379,,,Aljaz Bedene,R,183,GBR,26,57,827,106148,,,Roberto Carballes Baena,R,180,ESP,,,,46 62 63,3,R128,121,7,7,84,43,33,20,14,3,14,1,6,89,49,29,18,13,8,7
2016-403,Miami Masters,Hard,96,M,20160323,MS118,105053,,,Santiago Giraldo,R,188,COL,28,83,657,103908,,,Paul-Henri Mathieu,R,185,FRA,34,62,774,62 26 63,3,R128,116,4,6,69,37,29,13,12,1,13,3,5,84,46,32,14,13,8,4
2016-403,Miami Masters,Hard,96,M,20160323,MS121,105147,,Q,Tatsuma Ito,R,180,JPN,,,,103917,,,Nicolas Mahut,R,191,FRA,34,42,997,76(3) 62,3,R128,88,1,2,58,27,19,20,10,0,4,6,5,62,29,17,14,10,0,2
2016-403,Miami Masters,Hard,96,M,20160323,MS122,105357,,,John Millman,R,183,AUS,26,69,736,105807,,,Pablo Carreno Busta,R,188,ESP,24,53,879,63 62,3,R128,81,2,1,54,33,22,12,9,2,11,2,0,61,32,15,13,8,6,4
2016-403,Miami Masters,Hard,96,M,20160323,MS125,105643,,,Federico Delbonis,L,191,ARG,25,48,920,111200,,,Elias Ymer,R,183,SWE,,,,61 46 63,3,R128,140,3,7,68,36,27,15,13,3,11,2,6,78,40,26,12,13,4,7
2016-403,Miami Masters,Hard,96,M,20160323,MS126,104797,,,Denis Istomin,R,188,UZB,29,76,702,106432,,,Borna Coric,R,185,CRO,19,46,925,46 75 75,3,R128,166,4,3,105,57,35,27,17,4,10,4,4,105,71,44,17,17,4,9
2016-403,Miami Masters,Hard,96,M,20160323,XXX,104607,7,,Tomas Berdych,R,196,CZE,30,7,3810,104330,,,Rajeev Ram,R,193,USA,32,61,789,(W/O),3,R64,,,,,,,,,,,,,,,,,,,
2016-360,Marrakech,Clay,28,A,20160404,MS001,105643,4,,Federico Delbonis,L,191,ARG,25,47,920,106432,3,,Borna Coric,R,185,CRO,19,48,910,62 64,3,F,89,4,2,63,41,33,10,9,3,7,3,1,60,35,22,13,9,4,3
2016-360,Marrakech,Clay,28,A,20160404,MS002,106432,3,,Borna Coric,R,185,CRO,19,48,910,106210,8,,Jiri Vesely,L,198,CZE,22,55,840,76(5) 76(5),3,SF,117,6,2,87,59,39,18,12,3,4,8,4,76,51,40,14,12,2,5
2016-360,Marrakech,Clay,28,A,20160404,MS003,105643,4,,Federico Delbonis,L,191,ARG,25,47,920,103656,,,Albert Montanes,R,175,ESP,,,,64 63,3,SF,79,5,4,61,36,26,16,10,2,5,2,2,49,23,19,10,9,2,3
2016-360,Marrakech,Clay,28,A,20160404,MS004,106210,8,,Jiri Vesely,L,198,CZE,22,55,840,104198,1,,Guillermo Garcia-Lopez,R,185,ESP,32,38,1115,64 76(2),3,QF,113,6,0,66,49,40,12,11,3,8,2,5,86,53,36,16,11,7,3
